"CVE","CvrfDocument","LastRevisionDate","FullProductName","Article","Severity","Impact","Title","Supercedence"
"CVE-2016-7181","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 for 32-bit Systems","3205383","Moderate","Remote Code Execution","Microsoft Browser Memory Corruption Vulnerability",
"CVE-2016-7181","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 for x64-based Systems","3205383","Moderate","Remote Code Execution","Microsoft Browser Memory Corruption Vulnerability",
"CVE-2016-7181","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for 32-bit Systems","3205386","Moderate","Remote Code Execution","Microsoft Browser Memory Corruption Vulnerability",
"CVE-2016-7181","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for x64-based Systems","3205386","Moderate","Remote Code Execution","Microsoft Browser Memory Corruption Vulnerability",
"CVE-2016-7181","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for 32-bit Systems","3206632","Moderate","Remote Code Execution","Microsoft Browser Memory Corruption Vulnerability",
"CVE-2016-7181","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for x64-based Systems","3206632","Moderate","Remote Code Execution","Microsoft Browser Memory Corruption Vulnerability",
"CVE-2016-7181","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows Server 2016","3206632","Low","Remote Code Execution","Microsoft Browser Memory Corruption Vulnerability",
"CVE-2016-7206","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 for 32-bit Systems","3205383","Important","Information Disclosure","Microsft Browser Information Disclosure Vulnerability",
"CVE-2016-7206","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 for x64-based Systems","3205383","Important","Information Disclosure","Microsft Browser Information Disclosure Vulnerability",
"CVE-2016-7206","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for 32-bit Systems","3205386","Important","Information Disclosure","Microsft Browser Information Disclosure Vulnerability",
"CVE-2016-7206","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for x64-based Systems","3205386","Important","Information Disclosure","Microsft Browser Information Disclosure Vulnerability",
"CVE-2016-7206","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for 32-bit Systems","3206632","Important","Information Disclosure","Microsft Browser Information Disclosure Vulnerability",
"CVE-2016-7206","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for x64-based Systems","3206632","Important","Information Disclosure","Microsft Browser Information Disclosure Vulnerability",
"CVE-2016-7206","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Edge (EdgeHTML-based) on Windows Server 2016","3206632","Low","Information Disclosure","Microsft Browser Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 10 for 32-bit Systems","3205383","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 10 for x64-based Systems","3205383","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 10 Version 1511 for 32-bit Systems","3205386","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 10 Version 1511 for x64-based Systems","3205386","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 7 for 32-bit Systems Service Pack 1","3207752","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3197868"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 7 for x64-based Systems Service Pack 1","3207752","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3197868"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1","3207752","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3197868"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 R2 for x64-based Systems Service Pack 1","3207752","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3197868"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)","3207752","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3197868"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 7 for 32-bit Systems Service Pack 1","3205394","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 7 for x64-based Systems Service Pack 1","3205394","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1","3205394","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 R2 for x64-based Systems Service Pack 1","3205394","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)","3205394","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 8.1 for 32-bit systems","3205401","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 8.1 for x64-based systems","3205401","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows RT 8.1","3205401","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2012 R2","3205401","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2012 R2 (Server Core installation)","3205401","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 8.1 for 32-bit systems","3205400","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 8.1 for x64-based systems","3205400","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2012 R2","3205400","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2012 R2 (Server Core installation)","3205400","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 for 32-bit Systems Service Pack 2","3204808","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3198510"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation)","3204808","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3198510"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 for Itanium-Based Systems Service Pack 2","3204808","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3198510"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 for x64-based Systems Service Pack 2","3204808","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3198510"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)","3204808","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3198510"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Vista Service Pack 2","3204808","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3198510"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Vista x64 Edition Service Pack 2","3204808","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3198510"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2012","3205409","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3205408"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2012 (Server Core installation)","3205409","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","3205408"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2012","3205408","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","MS15-074, 3072630; MS15-132, 3108347; MS16-074, 3164035; MS16-084, 3170106; MS16-090, 3168965; MS16-095, 3175443; MS16-098, 3177725; MS16-101, 3177108; MS16-104, 3185319; MS16-106, 3185911; MS16-110, 3187754"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2012 (Server Core installation)","3205408","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability","MS15-074, 3072630; MS15-132, 3108347; MS16-074, 3164035; MS16-084, 3170106; MS16-090, 3168965; MS16-095, 3175443; MS16-098, 3177725; MS16-101, 3177108; MS16-104, 3185319; MS16-106, 3185911; MS16-110, 3187754"
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 10 Version 1607 for 32-bit Systems","3206632","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 10 Version 1607 for x64-based Systems","3206632","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2016","3206632","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7219","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2016  (Server Core installation)","3206632","Important","Information Disclosure","Windows Crypto Driver Information Disclosure Vulnerability",
"CVE-2016-7257","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Office 2016 for Mac","3198800","Important","Information Disclosure","Windows GDI Information Disclosure Vulnerability","3198798"
"CVE-2016-7257","December 2016 Security Updates","2016-12-13T08:00:00Z","Microsoft Office for Mac 2011","3198808","Important","Information Disclosure","Windows GDI Information Disclosure Vulnerability","3198807"
"CVE-2016-7257","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 7 for 32-bit Systems Service Pack 1","3207752","Important","Information Disclosure","Windows GDI Information Disclosure Vulnerability","3197868"
"CVE-2016-7257","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows 7 for x64-based Systems Service Pack 1","3207752","Important","Information Disclosure","Windows GDI Information Disclosure Vulnerability","3197868"
"CVE-2016-7257","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1","3207752","Important","Information Disclosure","Windows GDI Information Disclosure Vulnerability","3197868"
"CVE-2016-7257","December 2016 Security Updates","2016-12-13T08:00:00Z","Windows Server 2008 R2 for x64-based Systems Service Pack 1","3207752","Important","Information Disclosure","Windows GDI Information Disclosure Vulnerability","3197868"
